content,score
pak moonton!!!! bisa gak untuk tim nya diberi yang sesuai dan musuhnya juga sesuaikan dengan kemampuan saya dengan tim saya yang didapatkan contohnya minimal jangan buta map saya jujur suka sekali dengan mobile legend tapi please!!! moonton tolong bantu saya agar saya bermain dengan lebih baik lagi timnya please saya sudah muak mendapatkan tim yang buta map dan tidak bisa di ajak kerja sama mohon bantuannya saya sering kalah saat saat ini sudah muak sekali dengan tim yg tidak bisa kerja sama tim,5
"Peraturan game ini yang sangat jelek sekali, saya kasih bintang 1 tidak suka aturannya dan saya tinggalkan game ini. Dan ini yang mungkin banyak pemain game ini suka omong kasar dan mudah mengumpat pemain lain.",1
Saya baru saja mendownload nya tetapi selalu stuck di logo nya saja dan terus game loading apakah itu bug?atu kah memang dari mobile legend karna wifi sangat lancar,1
"Sistem permainan terbusuk yang pernah saya lihat, Tim musuh sangat Tidak seimbang Match yang tidak seimbang sangat fatal, Kalau bisa saya do'akan game ini cepat padam",1
"game gak jelas masa main seharian di kasih lose trek berpuluh-puluh kali sama moonton mentang "" gw player solo di kasih tim ga jelas sama sekali,mending pindah ke game lain, udah lah mb ny besar patah"" lagi bintang 0 sih sebenernya",1
"Main aja sama keluarga nya, keseimbangan team antara lawan sangat berbeda jauh. Gak ada adilnya, seperti perjudian bermain solo player... Sangat kacau matching antara team dan team lawan.",1
"maen kali setelannya sekarang,sekali menang sekali kalah,dan sngat bug.makin gk jelas game ini,mangkin ancor,penurunan makin sulit untuk menang.makin gk jelas game ini.",1
"Tolong untuk memperbaiki bug geme ini, padahal udah main tapi pas war malah relog itu bug atau apa ya kalau bug tolong di perbaiki",4
Mohon monton hapus dark system dan perbanyakan event skin gratis dan signal mohon diperbaiki karna di rank dikira alasan signal leg pas dipencet mati lancar signalnya dan juga mohon Adain fitur replay maju mundur,5
"Game agak lain,mau naik rank kurang 1 bintang aja selalu dapat team dark system, apa moonton ini sengaja ,apa memang udah kau atur begitu, udh berkali kali mau mytich lose treak itu masih mau naik mytich lo ,belum lagi ke honor,saran untuk team nya ga usah di atur yang minim otak,heran gw sama lu monton",1
"Tolong randomnya jangan keseringan dapet team nob ... Moonton ganteng saya tidak pernah pakai pvn atau booster, jngan asal tuduh bang, setiap main lag nya minta ampun, tolonglah di perbaiki, JANGAN BEGITU YA LAIN KALI (WATERPARK MEEEEEEN)",1
"Game ga bermutu, event di luar begitu bagus dan gratis tetapi di negara Indonesia malah hampir semuanya berbayar, sungguh tidak adil, lebih baik saya pindah ke glory of Kings atau honor of Kings dari pada game seperti ini",1
Saya sangat merasa kecewa dengan game ini Jaringan bagus kok tiba² ngelag trus itu loh udah di laporin malah ga ada perubahan percuma main tidak ada fitur buat kita komplen!! Game taik! Ga guna,1
"coba di cek lagi,masa ada yang ngecheat lolos,bikin ngelag,sinyal tiba' merah,kalo emang bukan karna ngecheat dan emang bawaan bug,segera diperbaiki,player gada yg mau game kamu kalo kaya gini caranya",1
"bisa gak sih montoon kasih tim nya yang gak beban dikit atau dark system, bosen tau kalo ketemu team yang beban. kalo masih dikasih team yang beban, sumpah deh ini game bakalan sepi, ku doain kalo team ku masih beban beban. ayolah montoon, kasih team yang konsisten menang llah, malah kasih team yang beban, memang b*jing*n !!!!!!!!!!!!!!!!!!, plis llah dikasih tim yang efektif, malah dikasih mid lane main brawl, gak mau rotasi, sama padahal rank ku epik kok tim ki dikasih yang ada gm nya",1
"Gimana dalam penyesuaian team, Bukannya pangkat tinggi, makin jago ? Kenapa di bagian mytich pun Malah rata"" Feed dan bocah yg memainkan, Ditambah lagi dalam laporan, Kurang tegas, Kurang di pantau, Melakukan sengaja feed, Tapi dibiarkan, Pembaruan matching ga sesuai role, Perbaiki masih banyak dalam macthing, makin rusak game, kalau ga di urus masalah macthing buat user solo, game rusak bodoh",1
"AFK NYA TERLALU lama,, mau bermain games nya juga tidak bisa masuk di semua permainan nya,, aduh gimana mau ngurangin poin AFK NYA BUAT BERMAIN GAMES NYA AJA SUSAH MASUK DI KARENAKAN KREDIT SKOR APK YANG BERLEBIHAN",1
"Apa si ini game tolol gk. macam dulu lagi ini game. apa dh main kalah menang mulu dari siang ke malam dari malam ke siang drak sistem menang nya 1 kali kalah nya 4 kali. Kalo gk di apdete si emang mau pindah game aja lah,",4
Mobile legend bang bang sangat seru untuk dimainkan bersama banyak petualangan menarik dan peperangan di Land of down untuk game nya sangat saya sukai dan bermain dengan teman di Land of down itulah rating dari saya,5
"Tolong jangan di download game ini, meresahkan, sistemnya tidak bagus, tidak seimbang, dark sistem, bukan game hiburan. Tolong jangan di download. Moonton kalau mau klarifikasi silahkan liat hasil pertandinganq",1
Ml sekarang kurang keren susah dapat tim yang kompak dan .susah menang.musuh gak seimbang .....ml sekarang lebih banyak kalah .menang satu kali .kalah lima kali. Masih bagus yg model .lama.,1
"Gue kasih bintang 1. Setiap main sinyal lag mulu, padahal sinyal 5G. Capek2 doang main ni game, udah habis berapa gue cuma buat top up, tapi kualitasnya sampah begini",1
"Kok bisa ya sistem game ini spt ini,.. Maen di rank (solo player) lejen abadi 1team sama ex.mityk.. Masa 1 team beban semuanya gak ada yg bisa maen. Makin kesini makin gak jelas game ini.. PARAH",1
Tolong lah monton kasih tim yang benar dikit lah tiap kali main pasti ketemu tim yang pokq pokq gitu capek kali kalo main begitu tolong lah kalo gak bisa hapus aja game nya dari play store,1
overall game nya cukup bagus tapi tolong moonton di server cina aja dapet Hero nya banyak + hero nya murah banget apalagi newbie aja emblem nya langsung max tolong lah moonton SETIDAKNYA kasih banyak hero atau kurangin aja harga heronya kalo bisa mah emblem nya max gitu tolong lah tambahin fitur ini,3
"Kesel setiap ada seson baru selalu di riset dari yang tadinya legend jadi ke epic, lagi kesel banyak leg nya, ga kasih keringanan buat yang solo banyak cheater leg, cheater skil gaada coldwonya, dikasih tim ga jago banyak dark sistemnya bikin stress gua player solo tapi ga dikasih keringanan. Terimakasih 🙏",1
"Banyakin lostreak ketimbang win streak, udah itu main berjam jam tetap aja bintangnya ga nambah paling juga nambah 3 kalo main solo, dulu sistemnya manual masih enak sekrng sistemnya computer sendiri gimana mau rame lagi ini game, udah lah gw stop cape main solo main begadang masih di situ² aja bintangnya bye bye montong.",3
"game jembhUt,banyak dark sistem,match kagak dibenerin malah nabrak mantan immo kagak niat ngasih skin gratis,banyak player toxic,jaringan sering ngelag padahal wifi/kuota gw lancar malah sinyalnya merah kuning,GAME KIKIR",3
Game nya bagus banget dan masuk rank nya juga cepet seru dan musuhnya jg gampang di kalahin tapi knp pakai nya bahasa Inggris padahal aku kan benderanya Indonesia tapi pokoknya seru deh kalian semua wajib donlot deh,5
"moonton kalo ngasi tim yg bener lahh, dikasi musuh jago tim nya dark system gitu, gmna mo maju gamenya, matchmaking aja ga seimbang, tolong lah moonton, kita sebagai player juga cape di troll mulu",1
"ini kenapa saya tiba2 maen tiba2 jaringan merah terus gabisa gerak, dan mencoba saya restar game eh tiba tiba tidak bida masuk kembali, ini sangat merugikan player, tolong perbaiki moonton",1
"Apalah monton, terus terusan aku di kasi tim yg gjls, mvp kalah Mulu dapet tim ku gak jelas semua tim musuh nya GG semua, terus aku gagal legend turun terus ke epic 5, gimana sih main ml kayak main slot jadinya dikasi menang sekali kalah terus",1
"Game nya bagus tapi sayang nya grafik yang ada di iklan KY nya tuh lebih bagus dari pada yang ada di gamenya tapi gw engga terlalu memikirkan nya, paling biar banyak yg main ini game tapi tolong dong kalo buat skin Hero itu efek nya agak tebel dong jangan efek nya tipis",5
"1. pembagian role ranked tidak merata sering nabrak, harusnya sebelum match ada opsi pilih 1 role atau 2 maksimal biar role player tidak bertabrakan. kasus: ini gua gak pernah main jungler sama mid malah di sisain role jungler. 2. Tombol Laporkan setelah match cuman gimmick kasus: udah jelas feeder/minus/coklat dilihat dari data pun udah jauh perbandingannya sama team, pas di laporkan gak ada di tindaklanjuti, proses cuman gimmick",1
"Cape gw, lose muluuuu, game yang adil game yang adil. Adil nya mana, masa dapet tim bego lawan nya pro. Kenapa gak gini yang pro lawan pro, yang bego lawan bego kan adill. Capeee gw capeeee, gw begadang tiap malemm, dari 9 pertandingan yang menang cuma 1,game taikkk, lama lama pindah genshin gw, ganti game gw lama lama, kalo di kasih lose mulu. Capeeeeee gw capeeee pindah epep kali ya ehh pindah genshin aja, udh game nya tenang grafik bagus. Kalo bisa ilang in miya seminggu.",1
"maaf sebelumnya,tapi kenapa ml selalu login ulang,bahkan sehari sudah 15x saya login ulang,kadang saat draff pick,tiba tiba login ulang,pas di game play nya,tiba tiba login ulang,bisa tolong jelaskan itu kenapa?,apakah hp saya yg error,sinyal saya yg susah atau malah ml nya yg error?,saya awal awal sudah sabar dengan hal itu,tapi semakin lama malah menjadi jadi,bahkan itu tidak terjadi di hp saya saja,namun juga terjadi di hp temen saya,jadi tolong ya di jawab ini kenapa?",2
"Sistem matchmakingnya jelek, kedua tim gak seimbang. Musuhnya mantan immortal,glory diketemuin tim honor doang. Udah gitu pas di draft pick rolenya nabrak semua pula, satu tim bisa sampe 4 orang jungler, gimana coba ini sistem matchmakingnya jelek banget. Belum lagi diketemuin orang yang afk,feed,ngetroll meskipun sudah dilaporin tapi hukumannya terlalu ringan cuma turun 5 kredit score seharusnya, hukumannya diperberat lagi kaya turun 15 gitu trus diban dari matchmaking selama 1 jam smg didenger",1
"Kenapa magic chess harus di tutup moonton? Padahal kami sangat suka dengan versi yg sekarang,saya sangat kecewa karena magic chess di tutup Saya harap bisa di kembalikan seperti sebelumnya Kalo ngk mungkin kami akan berhenti main ml😌",1
"Game anehh, starlight card ku gaada padahal aku simpen satu terus setiap ada starlight, mana gacha dapat di 50x bulan kemaren, dan sekarang malah gaada di inventory, nanya ke LAYANAN PELANGGAN ga guna kalo bot yang respon",1
"permainannya bagus,grafiknya juga bagus,gak pernah nge lag,gak pernah jaringan merah,musuh nya sesuai dengn rank yang kita capai,gak patah patah,dan bukan game ""sampah"", sekian terimakasih 🙏🏻",5
"Moonton tlong lah di perbaiki lagi pdhal kuota saya full jaringan saya jg bgus dan speak hp jg bgs tpi di dalam game patah"" atau lag kan jadi tidak bisa enjoy dlam bermain :(( maaf ya saya ksih bintang sgni",3
Gua kasi bintang satu soalnya game gak jelas dikasi lawan yg gak seimbang tim sendiri kayak gak ngerti main sedangkan tim musu ngerti main apala kalah terus gua baru menang 1 kali tapi kalah berkali-kali hadeh,1
"Hei montoon napa tim gw poke mulu, lu bisa ga sih ngasih tim atau musuh yang setara, gw heran sama ni game lama-lama stres gua main game ini, OTW hapus game ini, kalian yang mau download pikir² dulu kesehatan mental kalian, mungkin bagi kesehatan mental game ini tidak menarik",1
"tolongg dongg untuk tambahin fitur maju mundur replay, contohnya : saya dapet savege, trus klo misal kelewat dikit direplaynya langsung ngulang lagi dari awal, jadi tolong dong kasi fitur maju mundurin replayyy makasiii",5
Game yang sangat bagus tetapi beberapakali saya mendapatkan tim yang melakukan feed dengan sengaja dan mencuri buff dengan sengaja tetapi setiap kali melapor kan selalu menampilkan player tidak melakukan kesalahan padahal sudah jelas jelas melakukan tetapi mengapa bisa tidak melakukan?,5
Untuk yang mengatur sistem game ini tolong benerin bug yang bikin layar kita gak bisa gerak bug itu bisa dikira kita afk,4
"game kaya gini mah bisa bikin stres bukan menghibur tapi bikin darah tinggi emosi tidak cocok buat anak anak,tolong perbaikan game ini biar bisa di mainin oleh anak anak di bawa 8 tahun Kalo bisa kasih tim yang setara Mobile legends game perusak anak anak",1
"Joystick nya ga bisa digerakkin, nge lag parah, sampe gw pukul nih layar hape padahal baru beli. Kirain hape gw yang jelek, ternyata emang aplikasi nya aja yang banyak bug!!!!!",1
"Woy monton makin update makin parah drak sistem ini, lose trek ga kira kira nyariin tim sangat² jauh dari skil, performa,level akun,rank akun,,tolonglah Monton mencarikan matcking di sesuaikan lah apalagi player solo rank mikirlah makin hari makin buruk aplikasi mobile legend ini bukannya makin berkualitas",2
"Sinyal ku ketika main ml sering merah, padahal nonton YouTube bagus hingga 1080, download file bagus 1 MB/s. Gadget gua juga bagus renot 13 pro 5g. Apa yg salah yah... Maaf kasih bintang satu aja",1
"Sudah bagus hanya saja sering ngeleg, padahal jaringan aku sangat bagus. Dan karena ini membuatku sangat kecewa. Tolong berikan saran atau sedikit memperbaiki game nya ya aku tunggu makasih",4
"Jujur saja saya nggak suka kalo megic chess dipisah sma ml, udah enak & simple 1 aplikasi bisa rank, brawl & magic chess, kalo dipisah bakalan cepet bosen menurut saya, saya kecewa si dengan dipisah nya mc & ml",1
"Muntun tolong di perbaikin bug ss nempel di layar terus padahal gua udah nonaktifin bagikan screen shut, masa gua udah hapus data paksa berhenti sampe hapus apl ml terus donlod lagi itu ss nempel mulu,kalo karna hp gua ya gak mungkin orang ss. Ya ae muncul tiap gua buka ml kan aneh?",5
"Isi public nya banyak toxic nya, sistem gelap pun merajalela. Lalu harusnya ada Pemilihan role sebelum masuk ke draft-pick, biar ga berebutan lane yang bisa memicu kekalahan. Salam booyah!",1
"Moonton kalo kasih tim ga ngotak,banyak dark sistem.kalo main rank menang 1x kalah ber kali"",yang bener aja moonton ngotak dikit lah,orang niatnya naikin rank Ama MMR malah nurunin MMR yg tadinya 1652 jadi 1573mmr nya,sama bintang rank nya yg tadinya -2bintang malah jadi -4 bintang,tolong lah moonton,ml ga bisa ngendok kaya epep kalo kalah masih bisa naik,kalo ml ngendok defeat,ngotak dikit lah",1
"benerin dlu tuh matchmaking nya gak bener masa banget dpt lawan rank tinggi sedangkan saya dapat tim yg dibawah rank saya apa maksudnya?,saya tidak merekomendasikan game ini bikin stress playernya aja",1
"Untuk player baru gua saranin gk usah di download nihh game, sinyal gua yang jelas² bagus tapi saat main nihh gane malah lag naik turun dan juga game ini lebih mengutamakan uang daripada kenyamanan bermain",1
"Saya berenti pakai mobile legend, unistal aplikasinya, dikit dikit pelanggaran, tolong dong diperbaiki sistemnya... Buat pengguna tidak nyaman, ... Masak iya gara2 signal eror jadi terdeteksi pelanggaran, terus player lain seenaknya main lapor terus langsung di acc, kredit skor langsung terkuras abis... Apa apaan coba, Berenti main mobile legend stooppp",1
"Udah lah dikasih tim buta map gak mau nentuin temn bobrok suka ngetroll, udah cmn di kasih menang 1 doang yg mvp pun aku, tolong yang baru main di pindahin server ny trus yang pake cheat/hacker bisa di bantu selamanya gak sih??. Soal ny selalu ketemu yang pake cheat jadi males main, jadi pengen hapus mlbb jadi nya",1
"Game burik GK laku, banyakan ngebak Game merusak tak yg buat nya juga GK ada tak, tiba tiba macet padahal wifi kenceng, trus mau login lelet nya minta ampun susah masuk, ram 8 juga GK kepake GK ngaruh klo mobil legend nya burik suka ngebup",1
